x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
A,B,C,B,A,A,0.86,0.22,,,2.08,-0.56,2.1,-0.72
B,B,C,A,B,A,1.13,-0.01,,,0.26,-0.11,1.99,0.58
C,B,C,B,A,B,2.41,5.92,8.11,,5.28,-1.76,2.67,-0.36
A,B,C,B,B,B,0.46,0.96,-0.11,0.0,-0.24,-0.35,1.38,0.71
A,C,B,B,A,B,0.86,-0.03,1.58,2.0,0.43,-0.93,1.17,0.81
B,C,A,B,B,B,0.03,-0.01,,4.93,1.0,1.1,0.46,2.91
A,C,C,A,A,B,-0.29,-0.07,0.32,0.78,6.91,1.37,2.21,-0.65
B,C,D,B,A,A,-0.69,0.01,,0.9,-0.08,-2.05,0.62,0.08
A,A,A,B,A,B,2.53,0.02,1.27,,6.27,1.25,0.94,0.99
A,C,C,A,A,A,-0.05,-0.36,,4.65,-0.25,0.59,0.35,-2.22
A,C,B,B,A,B,0.56,-0.56,0.26,,-0.23,-1.51,0.05,0.23
,C,C,A,A,B,1.58,-0.31,1.29,2.25,1.73,-1.91,1.68,-1.98
B,A,A,B,A,A,1.45,0.62,,,2.14,0.15,0.29,0.88
A,A,B,B,B,B,-0.25,0.32,-2.05,2.5,4.35,-1.15,2.51,0.93
A,B,C,B,A,A,-0.39,0.0,-0.18,0.1,3.41,1.26,0.68,-1.88
B,C,D,B,B,A,0.65,0.0,-0.32,2.2,1.28,3.8,0.6,-0.96
C,A,D,B,B,A,-0.68,0.85,-0.68,0.41,0.13,1.48,1.35,0.75
,B,C,B,A,A,3.12,5.41,,1.29,1.66,3.08,1.56,-2.35
,A,A,A,A,B,0.01,-0.0,,1.38,0.32,0.69,0.31,0.55
C,A,B,B,A,B,-0.01,-0.15,3.38,3.91,-0.18,-1.01,0.96,1.27
B,A,C,B,B,B,1.4,0.13,,0.2,-0.12,-3.6,1.96,-0.18
C,A,C,A,A,A,0.12,-0.04,,,0.19,0.84,0.63,1.44
C,B,C,B,A,B,1.82,4.24,,0.0,-0.24,-0.37,0.95,5.59
A,B,B,A,A,B,0.36,-5.18,,0.05,-0.23,0.37,1.16,2.91
C,B,C,B,B,B,1.36,0.16,,0.0,0.26,-1.92,0.05,0.55
B,C,B,B,A,A,0.12,0.16,,,-0.19,-1.59,0.6,-0.57
C,A,C,B,B,B,3.19,1.44,1.01,0.71,3.29,-2.79,1.66,0.84
C,C,B,A,B,A,1.42,-1.18,0.85,2.47,0.43,-0.21,0.1,0.96
A,A,D,B,A,B,0.07,-0.3,1.25,0.47,-0.1,0.05,1.6,-0.77
,C,C,B,A,A,-0.33,-2.27,,1.4,11.32,-0.01,3.74,2.64
,B,B,B,A,B,2.48,0.14,2.6,0.08,-0.23,-0.68,0.45,-1.04
A,C,B,B,A,B,-2.28,-0.09,-0.27,0.5,-0.24,-0.94,0.63,-0.42
C,C,C,B,B,B,1.01,1.67,,0.02,-0.18,-1.29,0.79,0.28
C,C,B,,A,A,0.48,-0.06,1.08,0.01,0.17,1.18,0.63,0.64
A,B,B,A,A,B,0.26,-0.42,,0.34,6.84,-2.54,1.42,3.26
C,C,A,B,B,A,0.15,0.33,-0.57,0.68,-0.2,0.04,0.39,-0.06
C,B,C,B,B,B,1.5,2.7,0.7,,-0.14,3.25,0.38,1.15
B,B,C,B,A,A,1.35,0.0,,0.56,0.11,0.78,0.23,-0.41
B,C,C,B,B,B,2.71,0.11,1.79,10.22,-0.01,-0.87,1.68,2.57
B,B,C,B,B,B,-0.39,-0.05,,0.01,6.66,-1.35,2.16,2.45
,B,C,A,A,A,0.75,0.01,-1.3,0.94,1.02,0.34,0.4,1.55
A,B,A,B,B,B,1.91,0.01,0.15,0.05,7.89,-1.22,2.18,-1.23
B,C,C,B,B,B,-0.3,0.01,2.6,0.76,0.04,-0.1,1.81,-0.15
B,B,B,B,B,A,2.43,0.28,0.89,0.7,2.01,2.78,0.37,0.46
B,C,B,B,A,B,2.47,0.33,,3.18,3.68,-0.1,1.71,0.82
,C,C,A,A,A,0.97,-0.06,0.75,3.5,-0.2,2.33,0.58,2.88
A,B,B,B,A,B,-0.54,-0.22,0.97,,-0.2,1.76,0.89,1.72
C,B,B,B,A,B,-0.23,-0.66,2.4,,-0.22,1.91,1.01,2.09
C,C,C,B,B,B,2.7,0.04,,,-0.23,1.04,0.78,-0.14
C,C,D,A,B,A,2.76,3.03,,0.89,0.12,2.16,0.53,2.69
B,B,C,A,A,A,-1.32,0.0,,0.2,1.46,-3.65,1.54,2.77
B,C,A,A,A,B,-0.32,0.04,4.73,6.17,0.12,0.24,1.43,0.0
A,B,B,A,A,B,0.79,-0.66,3.05,1.86,3.34,0.71,0.45,-1.51
C,C,C,B,A,A,0.76,0.03,,1.0,-0.22,-0.39,0.03,-0.79
B,C,B,B,B,B,0.24,0.0,,1.08,1.12,-0.24,1.21,0.07
C,A,B,A,A,B,1.7,1.48,0.3,2.84,13.37,1.47,0.44,1.86
A,C,B,B,A,A,-0.69,1.19,-1.62,6.2,-0.21,-0.71,1.47,-2.28
C,C,B,B,A,A,-0.83,-0.0,-1.61,0.4,0.45,1.94,2.02,-0.45
B,B,C,B,B,B,1.71,1.17,1.34,0.27,0.26,-0.33,1.2,0.48
B,B,C,B,A,B,-0.35,-0.95,,0.3,-0.17,-0.89,0.02,-0.85
C,B,C,B,A,B,3.18,3.68,,2.42,4.18,-0.49,0.72,0.15
C,B,B,,A,B,-0.63,0.01,,,1.76,-0.05,0.5,2.58
C,C,A,B,A,A,1.71,5.05,0.15,,0.43,-0.51,1.24,-0.51
,B,A,A,A,A,2.3,-1.44,0.97,2.32,-0.24,2.4,0.94,-0.17
B,C,A,A,B,B,1.88,-0.41,-0.55,,1.94,0.86,1.79,2.64
A,C,C,B,A,B,1.12,0.0,0.18,2.0,6.23,-1.27,0.42,-1.27
B,A,B,B,A,B,1.97,0.02,1.62,2.65,2.03,1.32,1.07,-1.14
,B,B,B,A,A,-0.5,-0.08,2.6,0.02,0.92,0.15,3.35,0.52
B,B,B,B,A,A,1.04,-0.0,,0.05,-0.11,-0.24,0.88,-0.42
,C,D,,A,B,1.97,0.08,-0.54,0.09,6.66,-0.47,2.0,1.67
B,B,A,B,B,B,2.08,0.08,-0.43,,0.45,0.65,0.0,2.19
C,A,A,A,A,A,-0.78,-0.02,2.05,0.11,8.2,0.85,2.09,1.6
,B,C,B,A,B,0.65,-0.0,1.82,0.07,-0.17,-0.12,0.53,-1.46
,C,D,B,A,B,1.7,0.0,2.09,0.8,0.65,-0.68,2.18,0.15
A,B,C,B,A,A,2.25,0.0,0.07,0.4,-0.24,-0.19,0.41,-0.61
C,B,C,A,B,B,1.52,1.53,-0.76,,0.26,0.12,0.79,0.69
,A,B,A,B,B,1.42,1.8,2.42,1.96,1.84,-0.47,1.72,-1.88
B,A,B,B,B,A,0.46,-1.03,0.77,,-0.24,0.08,1.88,0.61
C,B,B,A,A,A,2.26,0.31,1.83,0.26,0.76,-0.39,0.22,0.63
B,C,B,,A,B,0.79,0.0,-1.02,0.06,2.9,-2.16,0.94,0.66
A,A,A,B,A,B,-0.26,0.66,,2.5,2.78,-1.79,0.71,-0.49
C,B,B,B,A,A,1.59,0.95,3.37,0.58,1.84,2.39,1.31,-2.26
A,C,D,B,A,B,0.1,4.43,-1.35,2.23,0.99,-0.47,0.88,-1.09
B,A,B,A,A,A,2.74,0.43,-2.03,0.5,7.82,2.75,0.06,0.65
B,B,B,B,A,A,2.82,0.88,1.56,,3.6,-2.59,0.46,-2.41
B,B,C,B,B,A,-0.45,0.0,,0.04,0.88,1.42,0.64,1.1
C,A,B,B,A,A,0.7,-0.28,,3.43,1.22,0.65,0.51,0.78
A,B,A,B,A,B,2.18,0.05,0.39,0.02,10.58,0.18,0.79,1.31
A,B,C,A,A,B,1.71,-0.86,1.96,0.08,-0.09,-1.61,0.18,-0.29
A,C,C,B,A,B,0.24,-0.46,-0.68,,1.66,1.48,2.52,0.74
,C,B,B,A,B,-0.44,0.34,0.04,,-0.17,-4.02,2.24,0.95
B,B,C,B,A,A,-0.87,0.1,0.46,0.0,0.51,0.38,0.44,-2.99
C,C,B,A,A,B,2.64,0.0,1.59,0.01,-0.25,0.74,0.71,-1.46
B,C,C,B,B,B,2.02,1.15,-0.4,0.22,4.12,-3.4,3.13,0.42
B,C,A,A,A,B,2.86,-0.13,2.46,1.42,-0.25,1.24,1.59,-1.46
A,A,C,,A,B,0.08,0.37,0.39,0.03,0.46,-0.14,1.83,-0.2
A,C,C,B,A,B,-0.35,-0.02,7.17,0.56,2.48,-1.18,2.3,1.05
B,C,A,B,A,B,1.14,-0.0,3.63,0.55,3.89,0.58,1.86,1.38
A,B,A,B,A,A,1.21,0.01,2.06,0.7,3.98,1.9,1.85,-1.65
A,C,C,A,A,B,1.13,0.76,,0.05,0.32,0.51,0.24,-0.31
A,B,A,B,A,B,2.03,0.0,,,0.11,-1.94,1.54,-0.67
B,C,B,B,B,B,2.53,0.91,,0.95,3.33,-1.21,0.44,0.31
B,B,C,A,B,B,3.21,2.71,0.75,0.03,0.03,0.36,0.57,-0.17
,C,B,B,B,B,-0.07,0.05,-2.13,2.49,0.18,-2.21,0.5,-0.73
C,C,B,B,A,B,2.23,0.0,0.31,0.32,0.42,-0.95,0.07,1.48
C,B,A,B,A,A,0.69,-0.03,6.8,2.92,-0.18,1.84,1.21,-0.78
C,C,B,B,B,A,0.62,0.34,,0.72,-0.04,0.19,0.19,-0.22
B,C,C,,A,A,-0.16,0.02,0.15,0.2,1.54,-0.42,0.88,-1.48
C,B,B,,A,B,1.27,2.16,-0.61,4.28,0.62,-0.97,0.02,1.81
,B,C,A,A,A,-1.42,-1.07,,,-0.12,1.03,1.04,0.75
A,A,C,B,B,B,0.6,1.32,9.04,,1.51,0.24,1.41,-1.99
C,B,C,A,B,B,-0.42,0.04,,0.2,1.13,1.06,0.15,1.59
B,C,C,B,A,B,1.3,0.31,1.27,,11.04,0.43,1.18,0.2
A,A,D,B,A,B,-1.33,-0.0,,0.24,0.86,-0.49,2.32,-1.23
A,C,B,B,A,B,2.4,0.0,-0.03,0.18,9.37,-1.11,0.29,1.02
C,A,B,B,B,A,0.76,0.0,-1.39,2.62,1.16,-0.26,3.49,-1.07
A,C,B,B,A,A,2.12,0.22,,0.0,6.31,2.01,2.55,-1.7
C,B,C,A,B,A,2.91,3.2,,2.4,1.28,3.05,0.23,1.04
B,A,C,B,A,B,1.01,0.1,3.4,1.49,5.73,-0.23,0.47,1.44
,C,C,B,A,A,2.94,0.49,,1.58,0.97,-0.13,0.14,-1.18
C,B,B,B,A,B,2.21,0.0,,,-0.24,0.74,3.78,3.83
B,A,A,B,A,B,2.39,0.0,2.21,1.13,12.46,-1.75,1.47,1.18
B,B,C,A,A,B,-0.25,0.27,-0.47,0.12,-0.23,4.49,1.44,-0.66
C,B,C,A,B,A,2.7,-1.0,,0.95,-0.25,-0.94,1.11,1.69
A,C,B,B,A,A,1.18,-0.0,,0.32,1.44,-0.07,0.29,-2.0
A,B,A,,A,A,1.38,0.24,0.94,,-0.04,-0.18,0.09,0.22
B,B,A,B,A,B,-0.0,-0.18,-0.3,,-0.13,0.37,0.5,0.82
C,A,A,A,A,A,4.16,0.55,,0.2,4.15,1.18,1.18,-0.58
C,B,B,B,A,B,0.94,3.6,6.19,4.04,4.02,-0.55,0.18,1.1
A,C,C,B,A,B,1.28,-0.06,-0.24,0.29,1.43,-3.35,2.77,-0.65
,C,C,B,A,A,1.28,-0.04,,2.17,7.17,0.02,0.67,1.98
C,C,D,A,A,A,-1.05,0.21,,,0.15,2.24,0.08,-2.23
,B,C,A,A,A,-1.4,-0.04,1.96,,2.97,0.23,0.32,1.57
A,C,C,A,B,A,-0.2,0.45,6.52,0.6,2.2,-0.75,1.5,-1.84
A,B,C,B,B,A,-0.02,-0.21,,,-0.18,1.5,2.88,-0.97
A,C,C,A,A,B,-0.34,0.08,0.15,,7.82,-3.23,2.17,2.06
,C,A,B,A,B,0.41,-0.06,,1.04,0.73,-0.4,1.41,-2.0
C,A,B,B,A,A,0.9,0.81,2.12,1.54,1.54,1.83,0.59,0.09
A,C,B,B,A,B,3.11,0.22,1.37,0.28,-0.13,-2.9,2.07,-1.7
B,C,B,B,A,B,2.58,-0.27,1.31,0.52,-0.05,-1.27,1.1,-0.64
C,A,B,B,A,B,3.38,0.17,3.66,3.39,0.36,-0.59,0.5,1.38
,C,C,B,B,B,0.21,0.14,-1.07,0.4,-0.08,-0.74,2.05,-1.17
,B,A,B,B,B,-0.11,-0.03,-0.16,1.4,-0.22,-0.72,1.27,2.1
C,A,C,B,A,A,1.38,0.21,0.29,0.93,5.51,-2.02,0.74,-1.65
A,C,A,B,A,B,0.96,0.11,0.35,0.0,1.22,-0.0,1.95,-0.78
C,B,C,A,A,B,0.72,0.31,,0.64,-0.07,0.69,1.26,-0.47
B,A,C,B,B,A,0.44,0.63,,,1.01,2.13,0.97,-0.35
B,A,D,A,A,B,2.0,-0.0,,,-0.06,-0.25,2.28,-0.67
A,A,C,B,A,B,0.82,0.17,1.94,1.28,-0.15,-1.23,0.39,0.47
B,B,B,B,A,B,-0.99,0.04,,0.9,-0.04,1.04,2.23,1.05
C,C,C,A,A,B,1.15,0.0,0.75,2.54,-0.17,1.63,1.02,2.17
A,C,B,B,A,A,0.08,0.0,0.19,,-0.19,-1.87,1.3,-3.22
C,B,C,B,B,B,-0.0,-0.19,,0.21,0.56,-2.48,0.94,1.98
B,C,A,A,A,B,1.48,0.53,0.41,0.3,2.21,-0.53,0.18,0.06
A,C,B,B,A,A,1.12,0.0,,0.17,-0.21,0.01,1.7,-0.27
C,B,C,B,B,A,1.54,1.65,-0.26,,0.73,-0.3,0.82,0.38
B,C,C,B,B,B,3.43,1.71,0.62,0.75,-0.25,-2.46,1.23,-1.63
B,B,D,B,A,A,0.97,1.47,,0.06,2.65,-1.57,0.5,-0.34
A,B,B,B,A,B,1.45,0.33,0.82,0.04,0.76,-1.17,1.29,-0.41
C,C,C,A,A,A,-1.47,-0.45,,0.06,-0.06,1.64,0.25,1.39
C,B,B,B,A,A,1.11,2.72,0.14,0.18,-0.12,-0.3,0.41,0.03
,C,A,B,A,A,1.17,0.07,,1.62,-0.12,-0.85,0.68,0.39
C,C,C,B,A,B,-0.09,0.19,0.11,,2.84,0.48,2.11,0.44
A,B,A,B,A,B,1.98,-0.02,,,4.21,-2.76,0.35,-0.52
A,C,B,B,A,B,0.99,0.0,,,3.63,0.93,0.2,-1.67
A,A,C,B,A,B,0.34,0.09,0.69,,2.91,-1.91,0.65,0.91
,B,C,B,A,B,0.85,-0.04,,2.76,-0.24,-2.24,3.44,1.01
A,C,C,B,A,B,1.44,-0.0,2.43,,1.7,0.46,1.22,-0.76
A,A,C,B,A,B,2.33,-0.02,2.98,,0.16,-0.17,0.4,1.09
A,A,C,A,A,B,2.63,0.0,,0.6,-0.23,-0.22,0.24,-0.73
C,B,B,A,B,A,3.09,0.0,,2.13,3.52,0.76,1.06,0.88
B,C,A,A,B,B,1.47,0.02,,0.16,-0.23,0.43,1.89,2.37
C,C,D,B,B,B,1.16,0.0,,0.09,-0.25,1.0,0.41,0.83
C,C,B,B,A,B,0.79,-0.0,2.41,0.18,2.84,-0.97,1.83,0.64
C,A,B,B,A,B,0.61,0.06,2.03,,2.49,-0.59,2.62,2.3
B,C,B,A,B,A,2.51,0.01,-1.17,0.92,0.07,0.42,0.32,-0.34
,A,A,B,A,B,1.57,0.13,0.96,2.44,0.81,0.44,0.7,0.14
A,A,C,B,B,B,1.73,0.02,-0.27,0.06,0.04,1.32,1.0,-1.59
B,A,C,A,A,A,0.26,0.1,0.92,2.24,0.13,1.39,2.5,-3.33
,B,C,B,A,A,-1.95,0.02,,0.94,-0.07,-1.49,1.57,1.5
,B,C,B,B,B,0.6,1.23,2.39,0.02,2.11,-0.7,0.34,-0.52
,C,B,A,A,A,-0.18,-0.11,1.28,0.4,-0.16,0.95,0.18,-0.68
A,C,A,B,A,B,1.77,0.0,2.62,1.92,3.87,-0.47,2.43,0.98
B,C,A,A,A,B,0.46,0.67,,0.03,6.24,-1.4,1.5,-0.86
C,C,C,B,A,A,1.69,1.23,1.86,2.55,3.51,2.81,0.93,0.41
C,B,C,B,A,A,1.35,-0.36,-0.72,5.1,-0.22,-3.21,1.53,-0.37
C,C,C,B,A,A,1.37,1.17,,0.01,7.38,0.53,1.47,1.78
C,B,C,A,A,B,1.0,-0.0,,1.24,-0.23,-0.02,0.71,2.33
A,C,B,B,B,A,-0.67,1.49,,,0.84,-1.3,0.79,-1.97
A,A,C,A,A,B,-1.46,0.08,,,0.23,-0.3,0.53,0.08
C,B,C,A,A,A,2.28,0.44,-0.86,2.4,11.05,-1.4,1.22,-0.28
C,B,D,A,B,B,2.01,1.06,,0.09,-0.03,1.6,1.66,1.56
C,C,D,B,B,B,0.73,1.23,-0.27,,0.34,-1.16,2.6,-0.19
C,B,C,A,A,A,0.02,0.07,0.1,0.07,-0.14,0.1,1.06,2.32
,B,B,B,A,B,1.19,-0.01,2.13,0.26,-0.11,-1.37,1.36,0.05
C,C,C,A,B,A,0.7,0.57,-1.38,2.89,0.17,0.88,0.93,-1.78
B,A,C,B,A,B,-0.07,0.01,,0.17,5.46,-0.6,0.15,-0.24
C,A,A,B,B,B,2.03,-0.01,3.69,0.29,0.03,-0.14,0.44,-1.11
C,B,C,A,A,A,4.35,0.91,,2.77,8.73,1.0,0.13,1.77
A,B,C,B,A,B,5.09,-0.22,,0.01,-0.08,-0.08,0.67,1.9
A,A,B,A,A,A,-0.17,-0.06,2.01,0.21,7.42,0.69,0.93,0.0
C,B,B,A,B,B,0.16,0.64,,0.29,1.95,2.15,1.85,-2.18
A,A,C,A,B,B,-0.5,-0.0,7.96,0.0,1.27,0.3,0.0,-0.52
,C,C,B,B,A,0.52,9.19,,0.22,0.62,1.5,0.12,1.48
C,C,A,B,A,B,-0.56,0.1,,0.26,0.58,0.12,1.35,-0.55
A,C,C,B,A,B,0.85,0.58,,0.71,2.2,0.11,1.28,0.5
C,C,D,B,A,A,0.61,0.5,0.57,0.55,5.02,-1.44,0.43,0.31
B,A,A,B,B,B,-0.0,0.1,0.49,,0.51,0.48,2.73,1.4
B,B,C,B,A,B,5.2,1.25,1.52,,1.79,-0.6,1.17,-0.22
C,B,A,B,A,B,1.64,0.89,0.33,1.83,6.88,-0.02,0.07,1.83
B,B,C,A,A,A,-1.12,-0.06,,0.09,1.96,-0.94,1.47,2.47
A,B,B,B,A,B,0.17,0.12,-2.05,0.92,0.34,2.14,0.64,0.46
A,B,D,,B,B,2.8,-0.04,,9.86,0.15,0.23,0.22,2.16
,A,B,A,B,B,-0.07,-0.18,1.69,0.22,3.76,1.53,0.46,2.25
,B,D,A,A,B,2.84,3.91,,8.97,3.0,-0.82,0.82,1.26
A,B,C,B,A,B,1.22,-0.0,,1.32,-0.25,-2.61,1.21,0.45
C,B,A,B,A,A,-0.14,-0.04,2.44,1.66,-0.16,-0.42,0.6,-0.94
B,B,C,B,A,A,2.59,0.0,,0.35,18.1,-0.85,2.24,-2.4
C,B,D,B,A,A,1.07,0.55,1.05,2.69,4.64,-3.74,1.64,2.31
C,A,C,A,B,A,-0.07,0.31,0.83,0.0,1.23,2.73,0.6,1.01
C,A,C,B,B,A,0.62,0.73,1.19,2.2,0.88,-1.11,2.19,-0.79
C,B,B,B,A,B,1.54,0.0,-0.35,1.87,2.6,1.22,0.5,2.18
B,A,C,B,A,A,2.0,1.08,,0.01,15.66,1.23,0.97,2.03
B,A,B,B,A,A,-0.54,-0.01,2.55,2.51,2.46,1.34,1.17,2.14
A,A,B,B,A,A,1.53,-0.04,1.07,0.27,-0.03,-3.32,1.34,-0.6
,A,C,B,A,B,0.04,-0.15,7.98,,0.38,-0.26,0.48,1.64
,A,C,B,A,A,1.9,0.0,2.12,,1.07,2.77,0.42,1.11
C,A,B,B,B,A,-0.6,-0.44,,0.47,4.63,-1.23,1.28,3.33
B,B,A,B,B,B,1.97,0.04,,0.27,0.88,-0.69,2.39,2.46
B,C,B,B,A,A,1.59,1.45,-1.26,3.82,14.61,1.1,1.31,-1.18
B,C,B,B,B,B,1.03,-0.01,7.46,0.07,0.81,0.92,1.74,-1.39
C,B,C,B,A,B,0.96,0.17,1.33,,0.5,-1.15,0.9,0.45
,A,C,A,A,A,-0.32,-0.0,,1.66,0.15,-1.97,1.11,0.82
C,B,C,A,B,A,1.52,0.31,1.17,,1.07,1.33,0.45,-0.23
A,B,B,B,B,B,0.98,0.08,0.33,0.46,2.56,0.8,2.1,-0.16
C,C,B,B,A,A,1.99,-0.06,1.83,1.7,0.57,-2.28,2.44,1.86
B,C,B,A,B,B,2.11,-0.0,,0.02,1.39,-0.01,0.03,-2.41
A,C,B,A,A,A,1.7,-0.01,-0.68,1.49,6.57,2.73,2.1,-1.2
C,B,A,B,B,B,1.42,0.24,0.46,0.9,-0.12,-2.23,1.33,2.43
A,C,B,B,A,A,1.59,-0.0,0.71,0.52,3.97,0.19,0.17,-0.18
,B,C,B,A,B,2.33,0.0,2.06,,-0.25,-0.0,0.72,-1.86
C,C,B,B,A,A,1.93,-0.0,,1.01,0.18,-1.99,1.83,-0.31
A,B,B,A,A,A,-1.18,-2.47,,1.98,-0.25,2.88,1.37,-1.42
B,B,B,B,A,B,2.04,0.03,2.73,1.15,10.1,-0.78,1.61,1.84
B,A,A,B,A,B,2.39,1.82,1.65,0.5,6.86,0.66,0.31,-0.23
A,B,C,B,B,A,0.77,-0.7,1.36,,0.55,0.4,0.61,-0.74
B,C,A,B,B,A,0.66,0.22,,1.31,0.35,0.37,0.18,-3.17
A,A,A,B,A,B,-1.0,0.0,0.96,0.43,-0.06,-0.47,1.12,-1.78
B,B,C,A,B,B,2.89,0.0,2.22,0.02,-0.25,0.01,1.49,0.29
A,B,B,B,B,A,2.52,3.0,,1.41,-0.15,0.03,0.54,-3.11
B,C,A,A,A,B,1.42,-0.02,1.81,,8.59,0.64,1.73,-0.39
A,A,C,B,B,B,0.6,0.0,,0.92,0.57,-0.43,0.76,-0.29
C,A,C,B,A,A,-0.13,0.46,0.27,0.2,0.34,0.03,0.28,-1.22
C,A,C,B,B,A,1.41,-0.01,,0.03,0.23,-1.55,1.7,1.17
A,C,C,B,B,B,-0.47,0.31,0.71,0.72,0.51,-1.29,0.69,-1.03
B,A,C,B,A,B,1.31,0.41,-1.07,0.04,0.25,-3.97,1.31,-1.23
A,A,C,B,A,B,1.24,0.02,0.52,,3.55,-1.74,0.0,-1.41
A,A,D,B,A,A,1.67,-0.08,0.75,0.12,-0.21,-1.04,0.61,0.07
C,B,A,B,A,B,1.34,0.0,1.88,2.05,-0.22,-0.44,0.67,2.26
B,C,B,B,A,A,-1.74,-0.25,1.84,0.03,0.62,-1.02,1.31,0.01
,C,C,B,A,B,-0.2,0.0,0.47,0.42,1.68,0.49,1.61,1.29
B,C,B,A,B,A,0.9,-0.03,-0.42,0.24,0.86,1.66,0.01,0.79
C,A,B,B,A,B,1.17,0.04,,0.01,4.68,-0.39,2.5,-0.31
B,B,A,B,A,B,1.36,0.02,0.61,0.14,1.53,-3.31,0.29,1.66
B,A,C,B,A,A,-0.92,0.0,8.22,6.67,4.85,3.16,0.67,1.41
,C,A,B,A,A,0.01,-0.25,0.79,0.58,1.9,1.64,0.64,-0.71
A,B,C,B,A,B,0.16,-0.08,2.86,0.09,0.12,-1.13,2.02,-0.05
C,C,C,A,A,A,2.54,6.49,,0.8,7.15,-1.02,0.61,-1.3
B,B,C,B,A,A,1.18,0.09,,3.94,4.62,0.58,0.22,0.22
B,B,B,B,A,B,0.62,-0.35,,,-0.09,-1.48,1.04,-0.13
A,C,B,B,B,B,3.44,0.15,,1.9,0.85,-2.09,0.58,0.28
,A,C,B,A,A,-3.04,0.0,1.71,,0.38,1.49,0.81,-1.26
B,C,B,B,B,B,1.12,-0.0,1.96,0.01,0.51,-0.52,0.24,0.2
,C,B,B,A,B,1.66,1.12,,2.53,3.34,-0.8,2.23,-0.88
,C,B,B,A,A,-0.25,-0.03,1.03,0.12,-0.2,1.05,0.04,-0.1
C,A,B,A,A,B,2.01,-0.07,-0.84,,-0.25,3.78,0.9,-0.42
,A,B,B,A,B,-0.73,0.0,0.39,0.0,3.37,1.5,0.56,-1.82
B,B,D,B,A,A,2.85,1.23,2.21,2.41,0.19,-1.06,0.74,0.24
B,A,C,B,A,B,0.46,-0.02,1.57,0.0,-0.22,-1.63,1.2,-0.22
C,C,A,B,A,A,-0.56,-0.0,1.7,,-0.25,-0.6,1.89,1.21
A,A,A,A,B,B,0.67,-0.12,2.0,0.02,-0.17,3.29,1.37,0.58
B,A,C,A,A,A,0.67,0.0,1.7,1.88,1.03,2.61,0.58,-3.08
,C,B,B,A,A,-0.01,-0.29,,0.03,0.79,-1.01,1.69,0.17
,C,A,B,B,A,0.3,0.0,0.48,0.26,0.02,0.28,1.92,0.92
B,A,C,B,A,B,0.34,0.4,1.78,2.36,4.26,0.58,1.28,-2.29
B,B,C,B,B,A,-1.04,-0.11,,,-0.01,1.62,2.01,-1.65
,C,A,B,A,B,0.44,0.02,,0.76,0.41,-0.19,2.25,-0.92
B,C,C,A,A,B,2.17,0.0,0.5,0.9,-0.2,-0.89,0.08,0.75
A,B,B,B,B,B,-0.21,-0.0,-0.13,2.32,-0.25,-1.89,0.66,-2.47
A,B,C,B,A,B,1.84,0.0,1.76,0.47,4.08,-0.57,1.58,0.92
,A,C,B,A,A,2.18,1.67,0.48,0.96,-0.24,-1.03,1.6,0.6
C,C,C,A,B,B,0.23,-0.0,0.93,0.97,4.54,0.96,2.01,0.93
A,C,A,B,A,B,0.39,0.32,4.59,0.91,-0.23,-0.5,0.45,-3.77
A,B,B,B,A,B,-0.95,0.0,0.47,,5.84,1.72,1.45,1.71
C,A,C,A,B,A,0.77,-0.0,-0.56,0.01,0.27,0.5,2.62,3.64
B,B,B,A,A,A,-0.08,-0.05,0.63,,0.15,-0.49,1.0,0.29
,C,B,B,A,A,0.89,0.02,1.87,1.23,3.77,-0.25,0.46,-0.33
A,B,B,B,A,B,1.7,0.09,,,2.17,-0.13,2.18,-0.85
B,B,A,B,B,B,0.94,0.47,-1.86,,0.1,1.43,0.15,-0.03
C,C,C,B,A,B,0.63,1.99,1.67,0.51,9.82,-1.54,1.38,-1.72
C,B,D,B,B,A,0.07,2.48,,0.97,0.86,-1.05,1.87,-1.09
C,A,C,B,B,A,-0.29,0.94,-0.98,,1.52,0.15,0.21,0.13
C,B,D,A,A,A,0.3,0.09,,3.17,0.28,0.43,1.57,-1.43
C,B,B,B,A,A,-0.12,-0.3,1.03,0.02,-0.17,0.59,0.26,0.39
B,A,D,B,B,B,1.59,-0.04,,1.02,-0.21,-1.37,0.89,2.77
B,B,B,B,B,B,1.06,0.32,0.69,,-0.07,-2.94,1.41,2.23
B,B,A,B,A,B,2.64,0.0,2.48,,-0.22,-1.0,0.56,0.42
A,C,A,B,B,B,-0.64,-0.59,0.06,0.86,0.71,0.13,1.21,-1.82
C,C,C,A,A,A,1.1,0.52,-1.96,0.79,2.48,0.44,1.74,7.24
B,A,C,A,A,B,2.14,-0.16,1.87,0.23,-0.13,-1.52,2.15,-0.47
C,B,C,B,A,B,0.47,0.04,-0.12,1.82,3.36,-0.91,1.12,1.99
A,C,B,B,A,B,-0.53,-0.15,,1.33,0.06,0.8,0.54,1.12
C,B,A,B,B,A,0.65,2.0,2.52,1.99,0.0,1.89,1.05,-0.66
B,C,A,B,A,A,-1.5,-0.35,1.35,2.53,-0.25,-2.35,1.28,-0.67
A,C,C,B,A,B,0.35,0.01,1.02,0.78,-0.22,-0.6,0.23,-0.99
